text,class
"Dullike isch zum erschte Mou gnennt worde im Johr 893 aus Tullinchoua (924 Tullinchova, 1173 Tullichon, 1294 Tullikon, 1317 Tullenkon, 1412 Tulliken, 1525 Dullicken).
",als
"De Sunntig (althochdütsch: sunnûntag, latinisch: dies solis, griechisch: heméra Helíou = Tag vo de Sonne) esch noch dütscher Zählig (DIN 1355) sett em 1. Januar 1976 de sebeti Wochetag, noch chreschtlech/jüdischer Zählig de erscht, ond e dene vom Chreschtetom prägte Länder de wöchentleche Fiirtig.
",als
"Dr Kanton ìsch àm 4. März 1790, we z Frànkrich d Départements ingricht worre sìn, àls Teil vum domolige Dischtrikt Waisseburch grindet worre.
",als
"De Dudelsack isch ds traditionelle schottische Inschtrument. Pipes and Drums (Dudelsäck und Trummele) sind d Inschtrument för di traditionelli Musig, wo bi villne Aläss gspilt wird. De Dudelsack isch e Sackpfife mit emene Rohr wo mer d Luft ineblast und vier Pfiife wo d Luft wider use chunt. Drü vo dene spiled immer de glichi Ton, di ander wird ähnlich wie en Blockflöte gspilt. De Sack wird unter de Arm klemmt und mit de druf usgüebte Chraft chamer di ustrettendi Luft reguliere und kontroliere.
",als
"Ìn dr Reemischa Zitt han sìch do zwei reemischa Stroßa kritzt: ei Stroß vu Argentoratum (hìtt Stroßburri) bis zu Augusta Raurica (hìtt Augscht), ìn dr Bàslergegend, a àndra Stroß vu Cambete (hìtt Kembs) bis àm Ààfàng vu Burgund.
",als
"Christiaan se bewind was gekenmerk deur geestesongesteldheid en hy was vir die grootste deel daarvan slegs in naam koning. Sy halfbroer Frederik is in 1772 aangewys as regent van Denemarke. Van 1784 tot met Christiaan VII se dood in 1808 het sy seun, later Frederik VI, as nieamptelike regent opgetree.
",afr
"Dos temporadas más tarde, en 1991, el club sufrió el descenso a la Liga del Istmo a causa de una sequía de goles y una serie de lesiones,. A pesar de dos veces entre los tres acabados tras el descenso, la vuelta rápida de la Conferencia no llegó hasta Sutton era campeón de la Liga del Istmo en 1999 por el ex capitán John Rains. Durante este período, Sutton reclamó el cuero cabelludo de varios clubes de la liga en la FA Cup, incluyendo Colchester United y Torquay United. sólo en 1993 < Desafortunadamente, la estancia en la Conferencia duró sólo una temporada como la del U fueron relegados de nuevo en 2000.
",spa
"Disintegration word gekenmerk deur 'n noemenswaardige gebruik van sintetiseerders en sintetiese klaviere, stadige, dreunende kitaarprogressies en Smith se introspektiewe stem. ""Plainsong"", die album se opener, ""stel die atmosfeer vir Disintegration perfek,"" volgens joernalis Jeff Apter, ""deur stadig in 'n stort van synths en kitare te ontrafel, voordat Smith die mic nader tree en flardes lirieke ('I'm so cold') uiter asof hy uit iets so heilig soos die Dooie See-skrifrolle voorlees."" Smith het gevoel dat die snit 'n perfekte opener vir die plaat is en hy het dit as ""baie weelderig, baie orkestraal"" beskryf. Die album se derde snit, ""Closedown"", bevat lae kitaarteksture wat deur 'n stadige, sombere kitaarlyn gekomplementeer word. Die snit is deur Smith geskryf as 'n wyse waarop hy sy fisiese en kunstige tekortkominge kan lys. Die donker atmosfeer deurgaans op Disintegration teenwoordig ten spyt, is ""Lovesong"" 'n optimistiese snit wat 'n treffer in die Verenigde State geword het. Ned Raggett van Allmusic het die verskil tussen lg. en die ander liedere opgemerk: ""die Simon Gallup / Boris Williams-ritmeafdeling skep 'n stywe, diensbare dansgroef, terwyl Smith en Porl Thompson verdere kitaarvult en filigreine byvoeg, en sodoende net genoeg ekstra byt aan die snit gee. Smith self lewer die lirieke sagkens, met sagte passie.""
",afr
"Die Vultee P-66 Vanguard war ein ursprünglich für die schwedischen Luftstreitkräfte vorgesehenes Jagdflugzeug der United States Army Air Forces (USAAF) im Zweiten Weltkrieg.
",deu
"El Acetoacetil-CoA es el precursor del HMG-CoA en la ruta metabólica del mevalonato, que es esencial para la síntesis del colesterol. También tiene un papel importante en la síntesis de cuerpos cetónicos que se produce en el hígado, sobre todo en pacientes con diabetes mellitus, ya que una deficiencia aguda de insulina conduce a una estimulación de la lipólisis y de la gluconeogénesis, y este aumento de acetil-CoA procedente de la β-oxidación de los ácidos grasos, provoca una acumulación en el hígado que condensa mediante la enzima mitocondrial 3-cetotiolasa a acetoacetil-CoA, que puede luego derivar en los cuerpos cetónicos.
",spa
"""Dit was die bedoeling van God in sy wysheid dat die wêreld nie deur geleerdheid tot kennis van God sou kom nie. Daarom het God in sy goedheid besluit om deur die prediking wat vir die wêreld onsin (ou vertaling: dwaasheid) is, dié te red wat glo."" (1 Kor 1:21)
",afr
"In 2005 word hy hoofredakteur van Plus 50, ’n twee maandelikse tydskrif vir seniors en is voorsitter van GrysKrag, ’n welwillendheidsorganisasie wat daarop toegespits is om seniors se lewensgehalte te verbeter. Hy is getroud met Dioné, wat ’n doktorsgraad in Geskiedenis verwerf het en vir lank dosent was aan die Universiteit van Suid-Afrika. Die egpaar het vyf kinders.
",afr
"Dr Name Peru het s Land erst vo de spanische Eroberer übercho. Si Härkunft isch nit endgültig klärt: Deilwiis wird si uf ä Indianerhäuptling im Gebiet vom Isthmus vo Darién, wo dr gliich Name gha het, zruggfüehrt, wo d Spanier vo-n-em zum erste Mol vom enä sagehafte Goldland im Süde ghört hai. Ä anderi Theorii erklärt der Name as Umformig us em Wort pelu, wo in der Sproch vo de Chibcha, wo z Kolumbie läbe, „Wasser“ bedütet.
",als
"Van die lig wat in optiese vesel gelei word, word geabsorbeer as gevolg van absorpsie en Rayleigh-verstrooiing. Rayleigh-verstrooiing vind plaas wanneer die fotone met onsuiwerhede in die vesel bots. Dit beteken dat daar ’n beperking is op die afstand waaroor die vesel gebruik kan word. Tipiese afstande is 70 km wat gebruik word vir stelselontwerp. Verswakking word in desibel (dB) gemeet.
",afr
"Vier Dääg noch der Dischputazioon het dr Root vo Züri pschlosse, jedes Chind müess innert acht Daag noch synere Geburt dauft wärde. Do isch amene Träffe mit em Grebel, em Manz und anderne die erschti Däufergmeind gründet worde. E Chronik vo de Däufer prichtet, dr Cajacob heb do derby de Grebel bätte iin z daufe, und so sig s au gschee. Das isch dr Afang gsi vo dr Däuferbwegig und vo dr Gschicht vo de Schwiizer Freichile.
",als
"Sutton ganó las elecciones en la Liga ateniense en 1921. El equipo no impugnó en la parte superior de la tabla y en 1926 terminó último, pero fueron reelegidos. Sólo dos temporadas más tarde, en 1928, el equipo ganó su primer Campeonato de Liga ateniense. Los años treinta fueron un buen momento para Sutton, quien dos veces llegó a la semi-final de la FA Copa Amateur (en 1929 y 1937).
",spa
"Recherche Bay ist eine Bucht an der Südküste Tasmaniens in Australien. Die Einfahrt in die Bucht erfolgt von Osten. Recherche Bay ist nur etwa sechs nautische Meilen nördlich des Südostkap (englisch South East Cape) gelegen, des äußersten südlichen Ausläufers von Tasmanien und damit des südlichsten Punktes von Australien (abgesehen vom Antarktisteil).
",deu
"Bi dr Volkszellig 2000 hän vu dr 4297 Yywohner 88,6 % Franzesisch as Hauptsproch aagee, 2,5 % Dytsch, 2,9 % Italienisch un 6 % anderi Sproche.
",als
"Helpmekaar volg die IEB kurrikulum en lewer tans ook ander akademiese geleenthede waaronder die SAT (Standardised Aptitude Tests) - Amerikaanse Toelatingseksamen. Vakke wat aangebied word sluit in:
",afr
"Sommige Litauers beweer dat hy van Litause afkoms sou wees; sy naam word volgens die algemene gebruik in Litaue gelituaniseer en verskyn sodoende as Adomas Mickevičius. Volgens die Poolse deskundige Bonifacy Miązek is daar geen twyfel dat Mickiewicz 'n afstammeling van 'n ou adellike Litause familie, die Rimvyd-Mickiewicz, was nie. Die Mickiewiczs was oorspronklik in die Litause parogie Rodune in die Lyda-distrik woonagtig, maar het hulle teen die einde van die 18de eeu in die omgewing van die Wit-Russiese Nowogródek gevestig – 'n streek waar Litaus destyds nog nouliks gepraat is.
",afr
"Es uno de los comandantes del CDF. Es el encargado de dirigir la Fuerza Aérea, el Escuadrón de Ases. Es un robot enorme de color rojo vivo, con dos brazos que convierte en alas para volar. Es enviado a una persecución en carretera a Jack Acero, aunque no consigue atraparle.
",spa
"Dr alt frankoprovenzalisch Patois isch wahrschyns aafangs 20. Jh. uusgstorbe. Ergebnis us dr Volkszellige vu 1990 un 2000, wu zum Dail Lyt Patois as Sproch aagchryzlet hän, gälte in dr Sprochwisseschaft as Artefakt un hän ihre Ursprung ender in statistische Fähler oder ass d Lyt unter „Patois“ ihr Regionalfranzesisch verstehn
",als
"En septiembre consigue su mejor victoria como profesional en la Vuelta a España al ganar en la mítica cima del Angliru tras meterse en la fuga buena del día de 30 corredores y en los que había ciclistas de la talla de Paolo Tiralongo, Serge Pauwels o David Arroyo. Elissonde lanzó un ataque en el Alto del Cordal a falta de 25 km a la meta que solo pudo ser respondido por el italiano Tiralongo, con el que comenzó la subida al Angliru en solitario. Sin embargo en las primeras rampas duras del puerto, soltó al transalpino y supo mantener una ventaja con el grupo de los favoritos lo que le permitió llevarse una inolvidable victoria y acabar 33.º en la general. Esa victoria le encumbró como una de las jóvenes revelaciones del ciclismo francés y del mundo. Anteriormente, en la Vuelta, en la 14.º etapa con final en Collada de la Gallina se le dio por abandonado, pero consiguió llegar a meta en última posición a más de media hora y tiritando de frío y bastante mojado tras una caótica etapa de perros.
",spa
"Die molekulêre genetika het aangetoon dat die seekoeie en die walvisse sustergroepe is, maar die oudste Cetacea-fossiele is ongeveer 53 miljoen jaar oud terwyl die Hippopotamidae eers later verskyn het. Die oudste verteenwoordiger is Kenyapotamus ternani van omtrent 16 miljoen jaar gelede. Dit beteken 'n groot gat in die tyd, wat onsekerheid oor die vroeë geskiedenis van hierdie familie veroorsaak.
",afr
"Näben em Realkapital und em Gäldkapital git s no s Humankapital (Human bedüted Mänsch), s Läistigspotenzial vo de Arbetschreft, wo vo iirer Usbildig und Erziejig chunnt. Dä Begriff erklärt sich drmit, ass d Usbildig vo dene Fähigkäite finanziell ufwändig isch, und ass mit dr Usbildig en Erdragschraft erschaffe wird. S Humankapital wird aber nid nume broduziert, wemm mä bewusst Ressurse iisetzt zum underrichde und dreniere, sondern es isch au e Nääbebrodukt vom Brodukzionsbrozäss sälber, wenn d Arbetschreft leere, wääred si schaffe («Learning by Doing»).
",als
"En restart, se revela que antes de los eventos de Unmarked, ella participó en varios Proyectos realizados por ella y Fav, de los cuales solo se conocen 16 sobrevivientes, sin embargo, a todas ellas se les borraría la memoria para que no revelaran la verdadera naturaleza de los planes de Fav y Cranberry; este grupo de sobrevivientes de los Proyectos de Cranberry sería elegido para participar en el Proyecto de Keek. Ella además fue la mentora de Melville.
",spa
"De Stefano Franscini (* 23. Oktober 1796 z Bodio, Kanton Tessin; † 19. Juli 1857 z Bärn), vo Bodio TI, isch en Schwiizer Schtatistiker und Politiker (FDP) gsii.
",als
"Según datos de la Oficina del Censo en 2000 los ingresos medios por hogar en la localidad eran de $36,357, y los ingresos medios por familia eran $36,643. Los hombres tenían unos ingresos medios de $37,091 frente a los $26,528 para las mujeres. La renta per cápita para la localidad era de $19,624. Alrededor del 19.4% de la población estaban por debajo del umbral de pobreza.[4]​
",spa
"S Wappe (vo 1940) zaigt drei Baselbieter Dreisässehüüser mit Wohnhus, Schüre und Stall überenand. D Dächer sin blau, dr Hintergrund goldig, was an d Herrschaft vo de Froburger erinneret. Die drei Hyser erinnere dra, ass Liedertschwyl uss drei Einzelhöf hervorgange isch (vo obe noch abe: Niiderhof, Mittelhof, Hinterhof).
",als
"Ya en su segundo año se hizo con el puesto de titular y consiguió llegar a la final de la NBA, aunque en su camino se cruzaron los Chicago Bulls de Michael Jordan, que no dejaron escapar la oportunidad y se impusieron por 4-1 en el cómputo global de la serie, alzándose así con el primero de sus seis anillos de campeón.
",spa
"Años después de la separación de Caldas, el 13 de noviembre de 1985 a las 9:09pm; el Nevado del Ruiz hizo erupción tomando por sorpresa no sólo a los habitantes de la zona, causando la mayor catástrofe natural de la historia de Colombia, dejando un saldo de más de 23.000 personas muertas, en Armero en el departamento vecino del Tolima, además un segundo lahar mató a cerca de 1.800 personas y destruyó 400 casas en Chinchiná.
",spa
"Ds. Roux was toe reeds liggaamlik nie meer baie sterk nie en in die bearbeiding van dié groot en uitgestrekte gemeente, wat eers in 1949 in drie verdeel sou word, het hy hulp dringend nodig gehad. Geordende hulppredikers was indertyd egter baie skaars en die kerkraad was maar te dankbaar om uiteindelik die diens te verkry van die evangelis Eksteen, wat sowat twee jaar lank van begin 1907 tot Oktober 1908 die plaaslike leraar bygestaan het en ook baie geseënde werk onder bruin mense op die plase gedoen het. Ná sy vertrek het die kerkraad geruime tyd vrugteloos gesoek na hulppredikers en eers aan die begin van 1911 het hulle daarin geslaag om – tydens die ernstige siekte en latere dood van ds. Roux – die diens te verseker van ds. C.M. Hofmeyr van Njassaland.
",afr
"Der Verlag hatte im Jahr 1992 sieben feste Mitarbeiter, brachte ein Halbjahresangebot von etwa zehn Titeln heraus und machte einen Jahresumsatz von 2 Millionen DM. Durch den Verdrängungswettbewerb auf dem Buchmarkt geriet der Kleinverlag Ende 1992 in eine existenzielle Krise: Er litt unter Umsatzrückgang, fehlendes Kapital und Remissionen. Eine geplante Büro- und Vertriebsgemeinschaft mit dem Hamburger Verlag Rasch und Röhring, der vor allem für sein Sachbuchprogramm bekannt war, kam nicht mehr zustande. Der Verleger Peter Lohmann musste Anfang 1993 den Konkurs seines Verlags am Galgenberg anmelden.Das Verlagsprogramm konnte noch von 1994 bis 1996 beim Hamburger Verlag Rasch und Röhring als Edition Galgenberg fortgeführt werden. In der Edition Galgenberg erschienen unter anderem Werke folgender Autoren: Ingvar Ambjørnsen, Anke Gebert, Anne Holt, José Ángel Mañas, Peter Schmidt.
",deu
"Wesley, Gunn y Cordelia llegan al Hyperion luego de una batalla contra unos demonios discutiendo sobre los desacuerdos de su trabajo, de Fred y del retiro de su jefe a Sri Lanka para poder superar la tragedia de perder a Buffy. En Sri Lanka Ángel derrota a unos demonios monjes en un templo.
",spa
"Heidelberg is geleë op die linkeroewer van die Neckar-rivier, begrens deur die berg Königstuhl (568 m) en Gaisberg (375 m). Aan die regter oewer is die Heiligenberg (445 m). Die Neckar sluit ongeveer 22 km wes aan by die Ryn.
",afr
